Periodo RSI,Periodo BB,Stop Loss,Drawdown %,Sharpe Ratio,Retorno,SQN,Profit Factor,Total Trades,Taxa de acerto
4,200,0.02,39.63600277992339,-0.6827068857359796,-0.22944643898732733,-0.7848891425591604,0.8674891102056804,226,0.17256637168141592
4,200,0.03,42.2918022431094,-1.157116716707582,-0.2590628707544152,-0.8262754946134504,0.8604751426027256,174,0.2471264367816092
4,200,0.04,53.51483324613843,-1.230970996731511,-0.5776451655065745,-1.7649128735804764,0.7143098589698518,145,0.27586206896551724
4,200,0.05,49.54576416975999,-1.3104784590886611,-0.4245311732248342,-1.35128648908201,0.7619271193323117,119,0.35294117647058826
4,200,0.06,50.00270845660478,-1.5593805307651154,-0.4420583148422686,-1.3691493458315838,0.7519783385021238,108,0.39814814814814814
4,200,0.07,47.84953284862892,-1.4338291828016643,-0.42324698352292345,-1.2572376371961567,0.7581237586585405,98,0.4387755102040816
4,200,0.08,47.924067634168416,-1.6245583179503238,-0.4917550158873129,-1.4440999796211291,0.7103610116321011,87,0.4482758620689655
4,200,0.09,50.99719560641387,-1.6184028603244203,-0.5584792758211421,-1.6333562520766718,0.6654582154384674,84,0.47619047619047616
4,200,0.1,45.12307958534898,-1.6467569591367877,-0.3646311335751612,-1.0952048423079614,0.7568372351953012,79,0.5443037974683544
4,200,0.11,45.90730871280139,-1.3540801128637465,-0.3626187681330257,-1.0370139663390525,0.7656731148288027,78,0.5512820512820513
4,200,0.12,53.770304286732205,-1.254421698431804,-0.5069443032128406,-1.4876503629834197,0.6576591472180146,72,0.5416666666666666
4,200,0.13,56.30118933805303,-1.404115295210148,-0.5845278693575761,-1.6625330917825614,0.6225432810245687,71,0.5492957746478874
4,200,0.14,57.858926516491145,-1.5539207868410396,-0.6272432069386519,-1.7395006245779394,0.6030293354819862,74,0.5540540540540541
4,200,0.15,48.697785435403375,-1.601855419628106,-0.43363704479137544,-1.2109338192719652,0.6956172855530369,72,0.5972222222222222
4,200,0.16,43.96301194267653,-1.7651503424262538,-0.33175020053080256,-0.9790195711687444,0.7348027974488358,74,0.5405405405405406
4,200,0.17,47.08850003399891,-2.4671347322481836,-0.44585548610040027,-1.2625446789070163,0.6652021090409469,68,0.5588235294117647
4,200,0.18,47.169410986548606,-2.74737396827701,-0.446994648394065,-1.1982816561673597,0.6791841890155271,70,0.5428571428571428
4,200,0.19,48.04316568309143,-3.0516762111344042,-0.4993348620730965,-1.3015803389415839,0.645090039566123,68,0.5441176470588235
5,200,0.02,38.99472250588554,-0.6746768710774683,-0.2183452686141667,-0.7475029420588107,0.8731904994283561,225,0.17333333333333334
5,200,0.03,41.40458322473379,-1.1811722428167242,-0.24386822067974145,-0.7764520959548314,0.8680103574773723,173,0.24855491329479767
5,200,0.04,53.514833246138416,-1.2291172046010141,-0.5770123324919113,-1.7797267212088257,0.7116098301125606,144,0.2777777777777778
5,200,0.05,49.51722817677067,-1.310963128013182,-0.423965751395657,-1.349636265014286,0.7621770914697492,119,0.35294117647058826
5,200,0.06,50.00270845660478,-1.5610474984458882,-0.4422075870437778,-1.3695280851049232,0.7519211995252448,108,0.39814814814814814
5,200,0.07,47.92196696695866,-1.4413278796015265,-0.4256024098453976,-1.2636145447119722,0.7570435681530557,98,0.4387755102040816
5,200,0.08,47.924067634168416,-1.6245583179503238,-0.4917550158873129,-1.4440999796211291,0.7103610116321011,87,0.4482758620689655
5,200,0.09,50.99719560641387,-1.6184028603244203,-0.5584792758211421,-1.6333562520766718,0.6654582154384674,84,0.47619047619047616
5,200,0.1,45.12307958534898,-1.6467569591367877,-0.3646311335751612,-1.0952048423079614,0.7568372351953012,79,0.5443037974683544
5,200,0.11,45.92620364765824,-1.353884661109148,-0.3629681357691834,-1.0379048084252624,0.7654923990655734,78,0.5512820512820513
5,200,0.12,53.770304286732205,-1.254421698431804,-0.5069443032128406,-1.4876503629834197,0.6576591472180146,72,0.5416666666666666
5,200,0.13,56.30118933805303,-1.404115295210148,-0.5845278693575761,-1.6625330917825614,0.6225432810245687,71,0.5492957746478874
5,200,0.14,57.241499350196584,-1.5716918977497516,-0.612698067982301,-1.696419865975005,0.6116598047182529,74,0.5540540540540541
5,200,0.15,48.29355311736053,-1.6236422086433613,-0.4257884932732314,-1.1964025289524143,0.6972747196935049,70,0.6142857142857143
5,200,0.16,45.67969758229532,-1.639683278504646,-0.3628641236836019,-1.0695681397379881,0.7120493850655998,71,0.5633802816901409
5,200,0.17,46.29067434406139,-2.375611718202632,-0.43088954344131414,-1.215627189451209,0.6762400104938515,68,0.5588235294117647
5,200,0.18,47.169410986548606,-2.74737396827701,-0.446994648394065,-1.1982816561673597,0.6791841890155271,70,0.5428571428571428
5,200,0.19,49.0889498501864,-2.95076016035612,-0.519668131356881,-1.3278039927909895,0.6435631124237988,67,0.5522388059701493
6,200,0.02,38.32249718865243,-0.6210463850115047,-0.20009019374152243,-0.6841129699728262,0.8829294532747407,223,0.17488789237668162
6,200,0.03,41.207851247478544,-1.1454114289355883,-0.2405163808054188,-0.7672255948798596,0.869554347847882,173,0.24855491329479767
6,200,0.04,53.19495976950663,-1.2081035284206376,-0.570154705297595,-1.7627496334412096,0.7143058440098771,144,0.2777777777777778
6,200,0.05,49.51722817677067,-1.310963128013182,-0.423965751395657,-1.349636265014286,0.7621770914697492,119,0.35294117647058826
6,200,0.06,49.65866736597383,-1.5474537644477602,-0.4353499598494613,-1.3498572611766315,0.7551595342063318,108,0.39814814814814814
6,200,0.07,47.78200258585438,-1.416662542285377,-0.42382630093998663,-1.2593103740763458,0.7577555071365472,98,0.4387755102040816
6,200,0.08,46.1600361961533,-1.665458664824039,-0.45844189411758357,-1.3551435956970943,0.7247137034558073,86,0.45348837209302323
6,200,0.09,50.81079895144252,-1.599433105091795,-0.5546826962925817,-1.6225180369635592,0.6674517207001459,84,0.47619047619047616
6,200,0.1,45.1212607102115,-1.606078441992024,-0.3645979894959846,-1.0951345152726113,0.7568556403836146,79,0.5443037974683544
6,200,0.11,45.917031445307956,-1.3418050316682895,-0.3627985263623167,-1.0374829143332567,0.7655849052887366,78,0.5512820512820513
6,200,0.12,53.92188064764719,-1.2377738141107624,-0.5102284562836246,-1.4951683723985545,0.6554570168346091,72,0.5416666666666666
6,200,0.13,56.5177573990534,-1.3850543483564999,-0.5894961164334228,-1.677166588810028,0.6202713291607242,71,0.5492957746478874
6,200,0.14,57.198164703526636,-1.5556765302819433,-0.6118394625930414,-1.6946206146889362,0.6120475842723035,74,0.5540540540540541
6,200,0.15,46.50535147740776,-1.5467694988854674,-0.3917893436531022,-1.0981027866726645,0.7169568338562793,70,0.6142857142857143
6,200,0.16,45.64003387393796,-1.6897241378629162,-0.36213420811291314,-1.0702175747728964,0.7114067677463242,71,0.5633802816901409
6,200,0.17,46.25158941789842,-2.484973579701611,-0.430162095995372,-1.2166597144731452,0.6754722989265689,68,0.5588235294117647
6,200,0.18,45.592495444439464,-2.6830198526119804,-0.41758291299468436,-1.1164335340417213,0.6974782529062492,70,0.5285714285714286
6,200,0.19,49.95593963175971,-2.815491127717286,-0.5368443018751125,-1.3339158366155401,0.6390684534564967,65,0.5846153846153846
7,200,0.02,40.17577839321032,-1.1736660773744307,-0.2883015358882537,-0.9939976395874045,0.8333063903083009,221,0.167420814479638
7,200,0.03,40.88205788852476,-1.1207840415852564,-0.23499023481293282,-0.7463232580642768,0.8727894102390629,173,0.24855491329479767
7,200,0.04,54.6563635413555,-1.3307991194561164,-0.6018757535870575,-1.901718473890748,0.6930186561029651,142,0.2746478873239437
7,200,0.05,46.338587420476756,-1.1720790419231533,-0.36290370817741596,-1.1409385376202938,0.7958308513136776,119,0.36134453781512604
7,200,0.06,49.321373857956125,-1.533290627938127,-0.4286721752708753,-1.324571632864607,0.7593001141491501,108,0.39814814814814814
7,200,0.07,47.07053192662918,-1.4088182270758616,-0.4120041513759139,-1.21914632202348,0.7646964254125962,98,0.4387755102040816
7,200,0.08,45.748427966566915,-1.6577340833533911,-0.45082593758719086,-1.3287216535399025,0.7295950187795728,86,0.45348837209302323
7,200,0.09,50.48122487562556,-1.5858602134609008,-0.548004911713996,-1.5986336014320044,0.6718378860230074,84,0.47619047619047616
7,200,0.1,44.37220042537069,-1.6062147327257794,-0.3510409318734462,-1.046668151489355,0.766504599339681,79,0.5443037974683544
7,200,0.11,45.55466848760797,-1.3329210450683162,-0.35612074178373,-1.0151682299271396,0.770272818851385,78,0.5512820512820513
7,200,0.12,53.61242079972985,-1.2273538850331223,-0.5035349254248558,-1.4710523931058235,0.6604172006812592,72,0.5416666666666666
7,200,0.13,56.229528931541914,-1.3758359437674472,-0.5828893416110094,-1.653297686058687,0.6250456744158881,71,0.5492957746478874
7,200,0.14,56.60240407898247,-1.5548327222131857,-0.599128586126581,-1.65436843163752,0.6201427399285345,74,0.5540540540540541
7,200,0.15,46.15531435199418,-1.5681274463477268,-0.38526725426377456,-1.0766175405541707,0.7220905330939308,70,0.6142857142857143
7,200,0.16,45.295281294374035,-1.7165199682776189,-0.3558122033623603,-1.048270373952048,0.7169148176958702,71,0.5633802816901409
7,200,0.17,45.90687512803767,-2.555820864863638,-0.4237690960726464,-1.1952275498174219,0.680772849008826,68,0.5588235294117647
7,200,0.18,41.542106973398866,-1.968425385103959,-0.3457782909804552,-0.9376754209004524,0.7400813568792605,70,0.5285714285714286
7,200,0.19,49.62019604206191,-2.821712270679238,-0.5301577469835089,-1.3142868619215125,0.6440143613130009,65,0.5846153846153846
8,200,0.02,42.517682162409756,-1.7137512290271144,-0.3607937748144425,-1.274115265643046,0.7899280997486587,218,0.16055045871559634
8,200,0.03,43.76328814337133,-1.7702689724446352,-0.3169309791597252,-1.0424325458917874,0.8259051447470351,171,0.23976608187134502
8,200,0.04,57.29523960126881,-1.7508451732609622,-0.6929415993004994,-2.25177708594242,0.6452377904382685,140,0.2642857142857143
8,200,0.05,46.338587420476756,-1.4617977228665961,-0.3950080999545882,-1.2317864499049964,0.7805422018847681,118,0.3559322033898305
8,200,0.06,49.321373857956125,-1.936606316652797,-0.46077731694564866,-1.4114012359071417,0.7445984224371818,107,0.3925233644859813
8,200,0.07,47.07053192662918,-1.7647691272429575,-0.44403026356285286,-1.3021934134205773,0.749637187026797,97,0.4329896907216495
8,200,0.08,45.748427966566915,-2.107875747256331,-0.48285237926842867,-1.4102504910068958,0.7141231630899961,85,0.4470588235294118
8,200,0.09,50.48122487562556,-1.9116458308273028,-0.5800570015686847,-1.676188516570482,0.657293799542675,83,0.46987951807228917
8,200,0.1,44.37220042537069,-2.1219516467310098,-0.3830934817761106,-1.1329627011258163,0.7483541034415886,78,0.5384615384615384
8,200,0.11,48.20909867398687,-1.7476452118510573,-0.4373712529063896,-1.2809663585536566,0.7153795829284929,76,0.5394736842105263
8,200,0.12,53.61242079972985,-1.4689104616838826,-0.5348028135872314,-1.5486833343913613,0.643910364406959,71,0.5352112676056338
8,200,0.13,56.229528931541914,-1.6269680149051238,-0.614157229773385,-1.7261628094014532,0.6099941439050656,70,0.5428571428571428
8,200,0.14,56.60240407898247,-1.8510263356821,-0.6303964742889567,-1.7243731057019405,0.6054442830284325,73,0.547945205479452
8,200,0.15,46.36774215635557,-1.9942558459407473,-0.42048814060566564,-1.1663532193434702,0.7001725655818025,69,0.6086956521739131
8,200,0.16,45.51066272972281,-2.3677423902715478,-0.39458026782386674,-1.1535668398623589,0.690124321127941,70,0.5571428571428572
8,200,0.17,45.90687512803767,-3.6315209286733423,-0.46187753172191315,-1.2884926855682433,0.6579919291254552,67,0.5522388059701493
8,200,0.18,45.51194500227003,-3.8121950893216665,-0.447069257786523,-1.1830887545675923,0.6811022237729147,69,0.5217391304347826
8,200,0.19,49.62019604206191,-3.7927101050431236,-0.5614256351458846,-1.3780603169788384,0.627824322861768,64,0.578125
9,200,0.02,40.69505351188301,-1.8393535922865494,-0.3296017487506159,-1.1645932217848678,0.8051326182602717,215,0.16279069767441862
9,200,0.03,42.89229342708173,-1.8605418223151844,-0.296605444413935,-0.9732441641172038,0.8360945407469675,170,0.2411764705882353
9,200,0.04,58.55735631472173,-1.6522643255037532,-0.7096404819198892,-2.340382329128523,0.6346709304654924,139,0.26618705035971224
9,200,0.05,44.925934268798315,-1.570315021899497,-0.3578447260344244,-1.1147787795821296,0.7985827066056846,117,0.358974358974359
9,200,0.06,47.7404282983967,-2.106216553165029,-0.4249291204332641,-1.3037689109276323,0.7610397592030285,106,0.39622641509433965
9,200,0.07,44.40333887859729,-2.1228878903714876,-0.36577076663017094,-1.0741865163905564,0.789004813547896,96,0.4375
9,200,0.08,44.09899558730012,-2.252551730960427,-0.4529020008174976,-1.3405564280552527,0.7256023895004778,84,0.4523809523809524
9,200,0.09,48.92872170921376,-2.023454452175798,-0.5491866241545166,-1.6025263030704933,0.6670553179583107,82,0.47560975609756095
9,200,0.1,44.37220042537069,-2.1604517093642683,-0.3779669123452767,-1.1178978905978967,0.7515184217703198,78,0.5384615384615384
9,200,0.11,48.20909867398687,-1.7524885534344359,-0.43224540434423253,-1.2661525922132828,0.7184677539543645,76,0.5394736842105263
9,200,0.12,52.13020373594455,-1.5290392081764488,-0.49498183390099365,-1.4303526539447184,0.668670300945372,71,0.5352112676056338
9,200,0.13,55.528733487167656,-1.6824807018015644,-0.582541055990927,-1.637244033045633,0.6280354878175539,70,0.5428571428571428
9,200,0.14,54.03548685156393,-2.0651401035005583,-0.5477658885520098,-1.5269271582928996,0.6409910334218101,72,0.5555555555555556
9,200,0.15,46.36774215635557,-1.962140899438726,-0.41536525345432207,-1.1519330757574575,0.7036510342391179,69,0.6086956521739131
9,200,0.16,45.51066272972281,-2.3374405237189673,-0.38945814114463734,-1.138500734436086,0.6939481628173567,70,0.5571428571428572
9,200,0.17,45.90687512803767,-3.435279752165435,-0.45047558630772305,-1.2561556375451424,0.6658545271388681,67,0.5522388059701493
9,200,0.18,45.51194500227003,-3.549454712032702,-0.4339541661136415,-1.1480390470286665,0.689781207592668,69,0.5217391304347826
9,200,0.19,49.24364411074842,-3.9122285832213004,-0.5543594626903375,-1.3818056474081932,0.6237823839249995,63,0.5714285714285714
10,200,0.02,43.89862106942416,-1.770826893755178,-0.40118451172983677,-1.530392428217143,0.7511957637795381,212,0.15566037735849056
10,200,0.03,46.57235756228314,-1.7602824295479644,-0.36321625754084247,-1.2830079822072087,0.7885935640470687,167,0.23353293413173654
10,200,0.04,59.09600708867001,-1.9661501073257641,-0.7500189759268441,-2.6501024191513816,0.5979626653033548,138,0.2536231884057971
10,200,0.05,49.06053391704157,-1.7508476545662606,-0.4401932127373581,-1.4572953269369453,0.7432714867404057,116,0.3448275862068966
10,200,0.06,51.54333830668893,-2.066604371597774,-0.5004823598271652,-1.6188299554598584,0.7113058837711956,105,0.38095238095238093
10,200,0.07,54.29777861010355,-1.8530732774932608,-0.5630369750571204,-1.7862873784570497,0.6689873372581573,94,0.40425531914893614
10,200,0.08,46.92131926946412,-2.1285106215584104,-0.5047089940494924,-1.588705521198989,0.6815782189144284,82,0.43902439024390244
10,200,0.09,55.86914972134342,-1.9925280701424601,-0.6952498039871085,-2.154792929408496,0.5708454475681114,80,0.45
10,200,0.1,48.64366847355601,-2.21623251151876,-0.46605259118554615,-1.431839540926967,0.689604807774054,77,0.5194805194805194
10,200,0.11,52.41657127644788,-1.6305971396890633,-0.5169753235403035,-1.625128757505684,0.648898632953879,74,0.527027027027027
10,200,0.12,55.68241258385495,-1.5948767855060249,-0.5720849758697079,-1.7739727388089546,0.6004491464535867,69,0.5217391304347826
10,200,0.13,59.114194764856705,-1.7375959632096907,-0.6666013977266554,-1.9507173483544766,0.570970269473656,69,0.5362318840579711
10,200,0.14,56.545558036554766,-1.9226295466602865,-0.6039224559271215,-1.736719001744712,0.5981015079573424,68,0.5588235294117647
10,200,0.15,50.97357726844899,-1.5144467149546537,-0.5051565737551971,-1.4272306608406773,0.6443521704474003,68,0.5882352941176471
10,200,0.16,52.47733944913955,-1.8708908528161745,-0.5262565157453719,-1.5675973958964258,0.5934764924600499,66,0.5303030303030303
10,200,0.17,49.38375556141437,-2.081824501596945,-0.5169101211274842,-1.5295735127565089,0.5979193722097947,65,0.5230769230769231
10,200,0.18,48.51318993201782,-1.9924362487811575,-0.490610009725269,-1.377137046451856,0.6314081442351616,65,0.5230769230769231
10,200,0.19,55.5417239871479,-3.1104633674656386,-0.6868451803224787,-1.8306964334999947,0.515319681916209,60,0.55
11,200,0.02,43.31427169387143,-1.786287699339358,-0.41507304039686443,-1.5781423583908532,0.7429411392247758,210,0.1523809523809524
11,200,0.03,44.88002114442248,-1.8145722029591573,-0.35619059802458636,-1.24664268867994,0.7918871777419804,164,0.23170731707317074
11,200,0.04,59.287290097022314,-1.9580541580396285,-0.7547063340774381,-2.6605717392328185,0.5943881805190845,136,0.25
11,200,0.05,48.07226539365151,-1.705617313630568,-0.4421264774020873,-1.4658287536090342,0.7403529839429949,114,0.34210526315789475
11,200,0.06,50.85747437325686,-2.0213463553679007,-0.5075757320127005,-1.6522349406114023,0.7044176224245269,103,0.3786407766990291
11,200,0.07,54.28633916502889,-1.7746673924081966,-0.5839350118383579,-1.8475323067462845,0.6582100988716922,93,0.3978494623655914
11,200,0.08,48.12564364139005,-2.1352312777185483,-0.5276597779149389,-1.6556125086940612,0.6689321826557688,82,0.43902439024390244
11,200,0.09,56.90047926191694,-1.91551323833524,-0.7158861380117479,-2.2119489985195124,0.5600110686890784,79,0.4430379746835443
11,200,0.1,47.526563164847005,-2.1468397738373577,-0.46511531102293174,-1.4065762870804082,0.6920400310126938,76,0.5131578947368421
11,200,0.11,51.38146892791517,-1.5983391657662371,-0.516157047678307,-1.5987846042688922,0.6514054753255222,73,0.5205479452054794
11,200,0.12,55.6709979252666,-1.5523860886920282,-0.5926828059669902,-1.833368498079906,0.5880794879586271,68,0.5147058823529411
11,200,0.13,58.53372559385969,-1.6913002626236995,-0.6734933770285516,-2.023141676471694,0.5509161661474938,67,0.5373134328358209
11,200,0.14,56.41564924919137,-1.9140810059767113,-0.6220668417985223,-1.795549742220232,0.5826928656679127,65,0.5692307692307692
11,200,0.15,50.97357726844899,-1.6025553729467557,-0.5262393557740205,-1.4845281616746562,0.6308999487337652,67,0.582089552238806
11,200,0.16,52.47733944913955,-1.921775427172337,-0.5474799199139849,-1.6262601072882115,0.5790507679931562,65,0.5230769230769231
11,200,0.17,49.38375556141437,-2.3078051342370434,-0.5410234590967633,-1.5980690900281629,0.5811509921307183,64,0.515625
11,200,0.18,48.51318993201782,-2.2392076318328225,-0.5150178678559298,-1.4417736166231867,0.6150769348620253,64,0.515625
11,200,0.19,56.65280861699811,-2.997477302746099,-0.7108567010101747,-1.888292640125329,0.5012118455340302,59,0.5423728813559322
12,200,0.02,42.66693864235804,-2.950156344288869,-0.4447025435538939,-1.6673000909019426,0.7290572995660626,208,0.14903846153846154
12,200,0.03,44.455018407816524,-2.101990343327821,-0.4516726542511807,-1.6039451848473432,0.7394436683174627,161,0.2236024844720497
12,200,0.04,59.33340178421885,-2.3422958070423294,-0.7892418177094269,-2.755765482091366,0.5818021460431532,135,0.24444444444444444
12,200,0.05,50.063404002646024,-2.252967643799177,-0.5714588238800101,-1.888343826029216,0.6762262922556566,112,0.33035714285714285
12,200,0.06,51.86752111787759,-2.2097859827179853,-0.6141772839994739,-2.0116860337078837,0.6475969926014219,100,0.37
12,200,0.07,56.31988849276023,-1.985490846951765,-0.6992272736190891,-2.194941806113566,0.6037888630427457,91,0.3956043956043956
12,200,0.08,48.21724073353894,-2.728379167527991,-0.5587192039132389,-1.7251025672765443,0.6597870256629793,82,0.43902439024390244
12,200,0.09,56.90047926191694,-1.894708562925473,-0.7138388260686434,-2.1926905269297774,0.5671889103993821,79,0.45569620253164556
12,200,0.1,47.526563164847005,-1.9954461340599046,-0.4564152018073768,-1.3704620739594642,0.7021219055810068,76,0.5263157894736842
12,200,0.11,51.38146892791517,-2.147053456360147,-0.560517143833882,-1.6945856239321242,0.6377962486261922,73,0.5205479452054794
12,200,0.12,55.723014890198485,-1.9162569796581856,-0.6293634846733694,-1.9170599240538857,0.5745134570896112,67,0.5074626865671642
12,200,0.13,58.275961907200035,-2.5121349376470006,-0.7352985410880407,-2.1578797388713458,0.5280370029116944,66,0.5151515151515151
12,200,0.14,56.41564924919137,-3.084739543376338,-0.6951002666144372,-1.9558936983944932,0.5546423679426671,64,0.546875
12,200,0.15,50.97357726844899,-2.312440702628741,-0.604329499301344,-1.6571669820505217,0.5976573184221354,66,0.5606060606060606
12,200,0.16,52.47733944913955,-2.390141676091076,-0.5822873230630053,-1.7062630777853458,0.5648029286265864,64,0.515625
12,200,0.17,49.38375556141437,-2.7225171688966685,-0.5758308622457841,-1.6778872744661135,0.566724833415451,63,0.5079365079365079
12,200,0.18,48.51318993201782,-2.613073681783707,-0.5498252710049499,-1.5181082465515503,0.6004803217983355,63,0.5079365079365079
12,200,0.19,56.78585740394312,-3.9119751604232333,-0.7456641041591956,-1.9553937853559078,0.4902275564299834,58,0.5344827586206896
13,200,0.02,41.411335358081885,-3.077996138322904,-0.4115778794054943,-1.5390018072673501,0.7452785898992944,205,0.15121951219512195
13,200,0.03,43.48313753168097,-2.2132042473494575,-0.4193142802271117,-1.4866708692623325,0.754531534929564,159,0.22641509433962265
13,200,0.04,57.2238572820572,-2.3863608484463903,-0.7386683565115428,-2.54376829814041,0.6026563325768167,133,0.24812030075187969
13,200,0.05,48.79067128158745,-2.364519560488053,-0.546291227581102,-1.8202965610821447,0.6848901187843,111,0.3333333333333333
13,200,0.06,51.07113604277072,-2.270291151459179,-0.5977669825590745,-1.9678041035410156,0.6522341631243614,99,0.37373737373737376
13,200,0.07,53.63118533170364,-2.173135308646227,-0.6394930222666073,-2.0011954303677815,0.6326811220850249,91,0.4065934065934066
13,200,0.08,47.444956245255106,-2.8171619820716236,-0.5439153922572935,-1.6607155762728494,0.670117407952967,82,0.43902439024390244
13,200,0.09,57.092602890535275,-1.8852445150811654,-0.7171179567973959,-2.215097249055644,0.5641056819173915,79,0.45569620253164556
13,200,0.1,47.50717676069406,-1.9962563747081281,-0.4560458182671876,-1.3693925793327544,0.7023263473447657,76,0.5263157894736842
13,200,0.11,51.15588126786771,-2.1652554388460334,-0.5558879230327538,-1.6747738302215118,0.6411881261220702,73,0.5205479452054794
13,200,0.12,55.70644383534705,-1.9163517792483171,-0.6289892958108806,-1.9160529118134062,0.5747050706152363,67,0.5074626865671642
13,200,0.13,58.22059606798907,-2.5132359538230675,-0.7339724676716233,-2.1528047120027654,0.5290814667036552,66,0.5151515151515151
13,200,0.14,56.26392653662159,-3.112179373705531,-0.691625183513975,-1.9409592832458988,0.5574199061608861,64,0.546875
13,200,0.15,50.50751423116161,-2.377432677793874,-0.5948680360923223,-1.6178819075842963,0.6050317361498311,66,0.5606060606060606
13,200,0.16,51.14202010891796,-2.5923478705657024,-0.5545762644391372,-1.702553098598933,0.5596191983000645,63,0.5238095238095238
13,200,0.17,49.38375556141437,-2.7225171688966685,-0.5758308622457841,-1.6778872744661135,0.566724833415451,63,0.5079365079365079
13,200,0.18,48.51318993201782,-2.613073681783707,-0.5498252710049499,-1.5181082465515503,0.6004803217983355,63,0.5079365079365079
13,200,0.19,56.78585740394312,-3.9119751604232333,-0.7456641041591956,-1.9553937853559078,0.4902275564299834,58,0.5344827586206896
14,200,0.02,38.614278447951826,-3.656980811689421,-0.3649111585818024,-1.3560206784983948,0.7697463764688653,201,0.15422885572139303
14,200,0.03,41.00479741307415,-2.320858352331904,-0.37639719610493494,-1.3268086386399298,0.776273265469185,156,0.23076923076923078
14,200,0.04,56.652468158295186,-2.371248237003196,-0.7253991245498145,-2.5099070011816287,0.606043155853581,132,0.25
14,200,0.05,47.20823845494511,-3.364116782238118,-0.5332817569273276,-1.760496804395177,0.6909923706362464,108,0.3333333333333333
14,200,0.06,49.902066009759594,-2.8595707750539874,-0.5911302536338179,-1.8988812872879501,0.6595677000501654,97,0.3711340206185567
14,200,0.07,51.797228137580404,-2.596927561003242,-0.6254176167877235,-1.9291595912158128,0.6416909868324756,89,0.4044943820224719
14,200,0.08,46.69391832304137,-2.8950103573503547,-0.5297260376640083,-1.6083110049388967,0.6792247295385981,82,0.43902439024390244
14,200,0.09,56.72232666525985,-2.329491970180441,-0.739227855267237,-2.2496718041119492,0.5581650084337797,79,0.4430379746835443
14,200,0.1,46.7583688370929,-2.88495595557615,-0.48011191725581037,-1.4196469733090993,0.692236752890995,75,0.52
14,200,0.11,50.37385185600736,-2.96862943052903,-0.5784049975780615,-1.7145316325392925,0.6334144647956615,72,0.5138888888888888
14,200,0.12,56.15784707477555,-2.3725591839181615,-0.6775493707798839,-2.0368167826632364,0.5507017144455554,65,0.49230769230769234
14,200,0.13,55.88772934260091,-3.546382937085999,-0.7179545845883316,-2.086072501163351,0.5392653358524337,65,0.5076923076923077
14,200,0.14,52.53260600249057,-3.903761300625386,-0.6480720092971574,-1.8109879594472105,0.5781094793586963,64,0.546875
14,200,0.15,49.6625131641859,-2.847798006964671,-0.6162554445000437,-1.649433698804228,0.5980753201502935,65,0.5538461538461539
14,200,0.16,50.2453626111445,-3.6925711427021923,-0.5747069291315432,-1.7379933438707695,0.5497545054534624,62,0.5161290322580645
14,200,0.17,48.6401950747238,-2.8279811913012405,-0.5612475621631323,-1.6294430493911642,0.5760083688884456,63,0.5079365079365079
14,200,0.18,47.756950891341035,-2.7083704275990232,-0.5352440801045005,-1.4728527751334546,0.6095939549483731,63,0.5079365079365079
14,200,0.19,56.11364923214705,-4.006040922598554,-0.7302285654557445,-1.9066921823140537,0.501312143970484,58,0.5344827586206896
